customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
442,1,24,866054.17,4,4,4,12,Champions
52,6,13,866941.61,4,4,4,12,Champions
1062,0,20,879233.04,4,4,4,12,Champions
1025,14,18,902271.38,4,4,4,12,Champions
721,0,14,928311.19,4,4,4,12,Champions
1012,8,20,988350.98,4,4,4,12,Champions
500,30,22,989629.96,4,4,4,12,Champions
746,10,15,993291.56,4,4,4,12,Champions
999,7,16,996481.68,4,4,4,12,Champions
1147,33,15,1033475.88,4,4,4,12,Champions
533,19,35,1079864.44,4,4,4,12,Champions
532,10,39,1111356.59,4,4,4,12,Champions
12,1,24,1137450.88,4,4,4,12,Champions
476,5,23,1155484.86,4,4,4,12,Champions
811,5,26,1208977.96,4,4,4,12,Champions
479,8,21,1369660.73,4,4,4,12,Champions
108,3,8,144783.61,4,4,3,11,Champions
980,26,8,145471.77,4,4,3,11,Champions
350,8,8,148494.35,4,4,3,11,Champions
220,11,11,164862.69,4,4,3,11,Champions
117,1,8,165885.35,4,4,3,11,Champions
396,15,9,168281.3,4,4,3,11,Champions
559,4,8,183172.26,4,4,3,11,Champions
306,6,16,205138.77,4,4,3,11,Champions
428,15,13,205574.92,4,4,3,11,Champions
752,28,10,208158.15,4,4,3,11,Champions
904,20,10,212087.09,4,4,3,11,Champions
869,30,8,212860.91,4,4,3,11,Champions
921,23,12,212923.26,4,4,3,11,Champions
837,28,9,214597.49,4,4,3,11,Champions
1141,33,8,216856.64,4,4,3,11,Champions
257,5,9,226954.0,4,4,3,11,Champions
1176,22,9,238800.56,4,4,3,11,Champions
1186,23,17,257770.64,4,4,3,11,Champions
708,2,9,259652.59,4,4,3,11,Champions
572,21,9,266764.02,4,4,3,11,Champions
389,7,8,278914.7,4,4,3,11,Champions
412,11,11,279492.21,4,4,3,11,Champions
711,19,9,280359.77,4,4,3,11,Champions
706,4,15,280748.6,4,4,3,11,Champions
829,2,8,285190.49,4,4,3,11,Champions
138,4,11,287968.12,4,4,3,11,Champions
409,35,9,289914.91,4,4,3,11,Champions
918,4,11,292937.15,4,4,3,11,Champions
281,37,13,295350.54,4,4,3,11,Champions
74,0,9,296295.88,4,4,3,11,Champions
51,8,15,297008.48,4,4,3,11,Champions
338,0,8,297731.64,4,4,3,11,Champions
934,47,9,304055.87,3,4,4,11,Champions
128,69,9,310083.44,3,4,4,11,Champions
187,48,9,311130.51,3,4,4,11,Champions
470,48,17,313220.45,3,4,4,11,Champions
170,67,9,317421.56,3,4,4,11,Champions
400,24,7,320326.42,4,3,4,11,Champions
97,36,6,321940.76,4,3,4,11,Champions
1197,63,13,324017.13,3,4,4,11,Champions
1008,6,5,334804.79,4,3,4,11,Champions
1161,61,10,339435.74,3,4,4,11,Champions
1063,68,8,341344.46,3,4,4,11,Champions
175,34,6,343774.97,4,3,4,11,Champions
293,47,10,346959.09,3,4,4,11,Champions
472,73,17,352100.09,3,4,4,11,Champions
297,47,10,354529.52,3,4,4,11,Champions
501,11,6,355039.97,4,3,4,11,Champions
332,57,11,367566.7,3,4,4,11,Champions
504,57,10,367965.59,3,4,4,11,Champions
525,62,10,374188.5,3,4,4,11,Champions
253,54,9,376433.74,3,4,4,11,Champions
990,42,10,382844.35,3,4,4,11,Champions
844,62,12,386429.6,3,4,4,11,Champions
184,42,12,387359.24,3,4,4,11,Champions
575,56,10,391398.73,3,4,4,11,Champions
919,61,9,393129.46,3,4,4,11,Champions
789,33,6,393643.91,4,3,4,11,Champions
1167,66,13,397338.88,3,4,4,11,Champions
186,42,9,399955.28,3,4,4,11,Champions
135,44,11,403154.57,3,4,4,11,Champions
116,64,9,405588.17,3,4,4,11,Champions
35,52,15,405870.87,3,4,4,11,Champions
738,71,11,419194.75,3,4,4,11,Champions
923,45,11,421395.34,3,4,4,11,Champions
821,48,10,423880.67,3,4,4,11,Champions
462,50,8,426263.46,3,4,4,11,Champions
1158,77,10,433618.01,3,4,4,11,Champions
518,58,9,437792.08,3,4,4,11,Champions
386,71,8,449401.87,3,4,4,11,Champions
44,47,8,449987.6,3,4,4,11,Champions
907,55,15,452427.13,3,4,4,11,Champions
1198,49,12,454882.34,3,4,4,11,Champions
1066,60,9,455517.94,3,4,4,11,Champions
243,43,10,457248.89,3,4,4,11,Champions
1023,47,12,458969.9,3,4,4,11,Champions
949,51,8,466715.74,3,4,4,11,Champions
219,20,6,469598.97,4,3,4,11,Champions
779,52,10,471925.68,3,4,4,11,Champions
898,63,12,479991.77,3,4,4,11,Champions
231,18,6,480878.23,4,3,4,11,Champions
105,69,12,485329.03,3,4,4,11,Champions
446,66,15,496475.8,3,4,4,11,Champions
1019,46,12,496662.07,3,4,4,11,Champions
114,19,5,501943.13,4,3,4,11,Champions
374,47,9,505442.76,3,4,4,11,Champions
1123,49,11,512374.47,3,4,4,11,Champions
104,32,4,515540.01,4,3,4,11,Champions
578,62,8,517850.18,3,4,4,11,Champions
242,51,15,538512.34,3,4,4,11,Champions
1045,44,10,542626.21,3,4,4,11,Champions
1154,34,7,554622.38,4,3,4,11,Champions
248,71,16,559327.19,3,4,4,11,Champions
800,64,14,560008.94,3,4,4,11,Champions
997,50,11,562519.51,3,4,4,11,Champions
772,56,10,567926.79,3,4,4,11,Champions
489,66,15,580137.29,3,4,4,11,Champions
2,73,15,580199.25,3,4,4,11,Champions
814,49,13,580463.28,3,4,4,11,Champions
1111,59,8,616639.34,3,4,4,11,Champions
141,53,18,630225.89,3,4,4,11,Champions
249,72,14,640702.86,3,4,4,11,Champions
513,72,19,642833.88,3,4,4,11,Champions
646,57,12,660506.56,3,4,4,11,Champions
151,18,7,661294.3,4,3,4,11,Champions
140,49,15,669181.72,3,4,4,11,Champions
1103,45,18,685231.91,3,4,4,11,Champions
46,1,7,728708.5,4,3,4,11,Champions
801,57,15,746520.88,3,4,4,11,Champions
510,46,9,821783.76,3,4,4,11,Champions
1075,45,22,864867.39,3,4,4,11,Champions
1061,46,15,870200.31,3,4,4,11,Champions
499,53,21,947457.71,3,4,4,11,Champions
406,53,16,971791.81,3,4,4,11,Champions
1055,48,22,1178730.19,3,4,4,11,Champions
325,69,21,1179878.31,3,4,4,11,Champions
537,36,8,94295.3,4,4,2,10,Champions
490,0,8,109666.62,4,4,2,10,Champions
56,30,8,137606.17,4,4,2,10,Champions
1076,31,4,143802.5,4,3,3,10,Champions
893,5,6,149117.35,4,3,3,10,Champions
805,4,5,149802.26,4,3,3,10,Champions
484,10,7,150244.61,4,3,3,10,Champions
544,33,4,162932.41,4,3,3,10,Champions
181,9,6,164660.6,4,3,3,10,Champions
952,40,7,165492.87,4,3,3,10,Champions
448,47,9,170249.5,3,4,3,10,Champions
421,1,7,170499.4,4,3,3,10,Champions
54,20,7,171733.86,4,3,3,10,Champions
277,63,9,183829.98,3,4,3,10,Champions
561,6,7,186207.7,4,3,3,10,Champions
122,53,9,186438.26,3,4,3,10,Champions
1092,2,4,193293.33,4,3,3,10,Champions
1131,5,7,195766.13,4,3,3,10,Champions
205,10,5,196431.91,4,3,3,10,Champions
717,16,7,197619.37,4,3,3,10,Champions
897,2,4,202948.4,4,3,3,10,Champions
1166,42,10,205438.03,3,4,3,10,Champions
214,11,4,206217.61,4,3,3,10,Champions
483,34,6,206223.26,4,3,3,10,Champions
526,0,4,209274.88,4,3,3,10,Champions
661,21,6,210848.43,4,3,3,10,Champions
878,60,8,214568.07,3,4,3,10,Champions
4,0,7,214956.44,4,3,3,10,Champions
347,71,8,216019.14,3,4,3,10,Champions
63,37,7,218046.38,4,3,3,10,Champions
119,53,12,220164.85,3,4,3,10,Champions
1121,58,9,221672.0,3,4,3,10,Champions
535,32,5,229521.88,4,3,3,10,Champions
967,63,8,229893.56,3,4,3,10,Champions
68,1,7,258469.78,4,3,3,10,Champions
615,59,12,259756.76,3,4,3,10,Champions
585,51,8,261537.84,3,4,3,10,Champions
817,41,5,262770.81,4,3,3,10,Champions
825,10,6,264839.29,4,3,3,10,Champions
96,6,6,265926.34,4,3,3,10,Champions
127,10,7,267517.21,4,3,3,10,Champions
1115,11,6,269348.62,4,3,3,10,Champions
109,20,4,269546.14,4,3,3,10,Champions
652,51,8,270884.08,3,4,3,10,Champions
781,16,7,275914.35,4,3,3,10,Champions
787,19,7,284951.45,4,3,3,10,Champions
213,31,6,284980.84,4,3,3,10,Champions
1080,48,9,286471.55,3,4,3,10,Champions
725,27,4,286849.14,4,3,3,10,Champions
660,30,7,287108.66,4,3,3,10,Champions
768,13,6,289499.27,4,3,3,10,Champions
546,10,6,289515.38,4,3,3,10,Champions
1021,65,11,290324.75,3,4,3,10,Champions
261,18,7,292012.55,4,3,3,10,Champions
1114,15,6,295638.87,4,3,3,10,Champions
826,69,6,305600.45,3,3,4,10,Champions
13,127,10,308662.07,2,4,4,10,Champions
981,59,5,325299.94,3,3,4,10,Champions
420,101,10,329573.53,2,4,4,10,Champions
81,83,9,333997.93,2,4,4,10,Champions
273,53,6,346274.06,3,3,4,10,Champions
1104,95,9,351304.09,2,4,4,10,Champions
227,146,13,354836.67,2,4,4,10,Champions
497,64,5,366738.51,3,3,4,10,Champions
1078,58,6,372918.84,3,3,4,10,Champions
1049,76,8,378073.65,3,3,4,10,Champions
1139,65,5,378423.42,3,3,4,10,Champions
933,81,21,387702.61,2,4,4,10,Champions
258,54,5,410296.22,3,3,4,10,Champions
1184,115,12,437699.59,2,4,4,10,Champions
183,169,9,454756.32,2,4,4,10,Champions
491,70,6,455934.4,3,3,4,10,Champions
679,163,14,456931.32,2,4,4,10,Champions
29,70,7,457378.53,3,3,4,10,Champions
189,47,7,458035.87,3,3,4,10,Champions
523,79,18,461832.24,2,4,4,10,Champions
788,58,5,473300.28,3,3,4,10,Champions
201,77,8,484272.47,3,3,4,10,Champions
940,50,5,501275.91,3,3,4,10,Champions
346,67,7,513704.84,3,3,4,10,Champions
718,167,12,529278.24,2,4,4,10,Champions
716,82,16,532382.31,2,4,4,10,Champions
1005,184,10,533175.68,2,4,4,10,Champions
230,65,6,549784.87,3,3,4,10,Champions
685,87,9,584715.42,2,4,4,10,Champions
70,87,14,587770.64,2,4,4,10,Champions
759,175,9,590385.74,2,4,4,10,Champions
246,190,19,594611.04,2,4,4,10,Champions
1024,152,10,605252.61,2,4,4,10,Champions
241,112,21,648921.37,2,4,4,10,Champions
749,192,11,660105.03,2,4,4,10,Champions
1150,124,10,696368.9,2,4,4,10,Champions
1140,65,7,715760.27,3,3,4,10,Champions
1013,81,12,742449.41,2,4,4,10,Champions
840,52,8,58760.37,3,4,2,9,Loyal Customers
1173,5,5,60449.62,4,3,2,9,Loyal Customers
218,11,5,62467.92,4,3,2,9,Loyal Customers
61,26,4,63016.51,4,3,2,9,Loyal Customers
304,21,5,66636.9,4,3,2,9,Loyal Customers
648,4,6,70013.75,4,3,2,9,Loyal Customers
95,4,4,72108.4,4,3,2,9,Loyal Customers
1189,35,4,72706.75,4,3,2,9,Loyal Customers
468,57,12,76305.79,3,4,2,9,Loyal Customers
204,20,4,80008.3,4,3,2,9,Loyal Customers
1027,42,8,80483.77,3,4,2,9,Loyal Customers
102,27,5,85769.94,4,3,2,9,Loyal Customers
198,67,8,91179.62,3,4,2,9,Loyal Customers
864,7,5,92635.36,4,3,2,9,Loyal Customers
267,8,4,92944.06,4,3,2,9,Loyal Customers
414,11,6,94760.82,4,3,2,9,Loyal Customers
87,0,7,103247.2,4,3,2,9,Loyal Customers
744,7,6,106966.37,4,3,2,9,Loyal Customers
72,11,4,109396.46,4,3,2,9,Loyal Customers
985,21,6,111631.12,4,3,2,9,Loyal Customers
194,20,7,112828.71,4,3,2,9,Loyal Customers
849,18,4,113402.37,4,3,2,9,Loyal Customers
216,7,5,114713.61,4,3,2,9,Loyal Customers
303,4,7,122779.63,4,3,2,9,Loyal Customers
432,2,5,123877.66,4,3,2,9,Loyal Customers
482,4,7,123913.08,4,3,2,9,Loyal Customers
549,17,4,124699.96,4,3,2,9,Loyal Customers
385,35,6,125299.69,4,3,2,9,Loyal Customers
137,4,6,125343.87,4,3,2,9,Loyal Customers
553,2,5,129325.22,4,3,2,9,Loyal Customers
264,16,5,130314.99,4,3,2,9,Loyal Customers
1028,5,6,132250.27,4,3,2,9,Loyal Customers
569,5,7,132764.62,4,3,2,9,Loyal Customers
882,50,9,133412.79,3,4,2,9,Loyal Customers
265,77,11,134025.42,3,4,2,9,Loyal Customers
592,24,7,137617.59,4,3,2,9,Loyal Customers
838,4,5,142108.7,4,3,2,9,Loyal Customers
803,2,7,142515.09,4,3,2,9,Loyal Customers
636,60,7,147581.62,3,3,3,9,Loyal Customers
1060,64,7,149808.91,3,3,3,9,Loyal Customers
1003,86,9,149955.66,2,4,3,9,Loyal Customers
268,72,6,150871.81,3,3,3,9,Loyal Customers
388,26,3,151598.01,4,2,3,9,Loyal Customers
911,50,6,161532.8,3,3,3,9,Loyal Customers
712,48,6,163244.64,3,3,3,9,Loyal Customers
1126,109,10,163276.97,2,4,3,9,Loyal Customers
1081,64,5,164107.14,3,3,3,9,Loyal Customers
397,52,7,165327.71,3,3,3,9,Loyal Customers
634,47,5,167656.1,3,3,3,9,Loyal Customers
858,73,5,171923.51,3,3,3,9,Loyal Customers
276,50,7,174467.31,3,3,3,9,Loyal Customers
1057,58,7,175935.36,3,3,3,9,Loyal Customers
307,41,4,179412.42,3,3,3,9,Loyal Customers
66,65,5,180462.47,3,3,3,9,Loyal Customers
322,61,6,190555.19,3,3,3,9,Loyal Customers
830,46,4,192063.93,3,3,3,9,Loyal Customers
280,63,6,192171.98,3,3,3,9,Loyal Customers
1007,47,6,192624.76,3,3,3,9,Loyal Customers
379,46,6,194704.6,3,3,3,9,Loyal Customers
508,60,5,202180.07,3,3,3,9,Loyal Customers
973,146,10,204468.94,2,4,3,9,Loyal Customers
1046,47,4,208487.39,3,3,3,9,Loyal Customers
221,73,7,209015.55,3,3,3,9,Loyal Customers
271,193,9,213791.79,2,4,3,9,Loyal Customers
93,43,6,216641.32,3,3,3,9,Loyal Customers
454,49,7,216840.94,3,3,3,9,Loyal Customers
905,76,5,219315.42,3,3,3,9,Loyal Customers
689,56,7,221230.84,3,3,3,9,Loyal Customers
436,51,6,221670.85,3,3,3,9,Loyal Customers
639,74,6,230130.43,3,3,3,9,Loyal Customers
42,50,5,241978.26,3,3,3,9,Loyal Customers
1146,54,7,243128.89,3,3,3,9,Loyal Customers
548,70,7,245208.71,3,3,3,9,Loyal Customers
36,38,3,250437.39,4,2,3,9,Loyal Customers
842,77,7,252643.43,3,3,3,9,Loyal Customers
574,73,8,255026.82,3,3,3,9,Loyal Customers
309,55,7,269172.24,3,3,3,9,Loyal Customers
480,46,5,276305.4,3,3,3,9,Loyal Customers
839,55,5,277929.24,3,3,3,9,Loyal Customers
804,73,5,278028.41,3,3,3,9,Loyal Customers
163,48,6,283556.94,3,3,3,9,Loyal Customers
1010,55,6,294906.42,3,3,3,9,Loyal Customers
812,83,12,299873.21,2,4,3,9,Loyal Customers
259,50,7,299974.86,3,3,3,9,Loyal Customers
640,70,3,313625.38,3,2,4,9,Loyal Customers
944,80,5,338103.03,2,3,4,9,Loyal Customers
696,88,8,338640.29,2,3,4,9,Loyal Customers
1132,82,6,347011.76,2,3,4,9,Loyal Customers
1155,125,5,349807.79,2,3,4,9,Loyal Customers
530,105,5,361317.29,2,3,4,9,Loyal Customers
94,87,8,364408.11,2,3,4,9,Loyal Customers
272,163,5,390134.44,2,3,4,9,Loyal Customers
1193,107,5,391027.78,2,3,4,9,Loyal Customers
359,207,9,414592.93,1,4,4,9,Loyal Customers
511,150,5,443564.54,2,3,4,9,Loyal Customers
353,78,7,454997.38,2,3,4,9,Loyal Customers
1093,56,4,472669.9,3,2,4,9,Loyal Customers
1004,87,5,495429.99,2,3,4,9,Loyal Customers
1085,256,9,503394.3,1,4,4,9,Loyal Customers
274,216,10,577404.78,1,4,4,9,Loyal Customers
82,77,8,596299.81,2,3,4,9,Loyal Customers
445,2,5,15505.86,4,3,1,8,Loyal Customers
674,40,5,31860.37,4,3,1,8,Loyal Customers
887,4,4,37925.42,4,3,1,8,Loyal Customers
302,4,3,48389.74,4,2,2,8,Loyal Customers
684,55,6,48418.89,3,3,2,8,Loyal Customers
210,2,3,52980.54,4,2,2,8,Loyal Customers
339,60,6,58001.14,3,3,2,8,Loyal Customers
256,64,6,62263.09,3,3,2,8,Loyal Customers
456,54,6,62468.37,3,3,2,8,Loyal Customers
1156,74,5,63459.71,3,3,2,8,Loyal Customers
328,60,6,64062.73,3,3,2,8,Loyal Customers
979,32,3,64184.35,4,2,2,8,Loyal Customers
1190,38,3,65596.09,4,2,2,8,Loyal Customers
481,4,2,68113.28,4,2,2,8,Loyal Customers
330,7,3,74460.38,4,2,2,8,Loyal Customers
341,72,5,74791.2,3,3,2,8,Loyal Customers
695,31,2,74987.54,4,2,2,8,Loyal Customers
699,37,3,75482.15,4,2,2,8,Loyal Customers
982,46,4,76009.21,3,3,2,8,Loyal Customers
608,46,4,80834.47,3,3,2,8,Loyal Customers
86,16,2,85765.44,4,2,2,8,Loyal Customers
877,45,4,89015.2,3,3,2,8,Loyal Customers
736,50,7,90186.47,3,3,2,8,Loyal Customers
971,45,4,93216.19,3,3,2,8,Loyal Customers
1098,0,2,96342.85,4,2,2,8,Loyal Customers
1148,61,6,97210.31,3,3,2,8,Loyal Customers
528,21,3,100596.11,4,2,2,8,Loyal Customers
1099,59,6,102495.25,3,3,2,8,Loyal Customers
760,48,5,108656.71,3,3,2,8,Loyal Customers
50,1,3,109530.15,4,2,2,8,Loyal Customers
1083,58,5,117302.7,3,3,2,8,Loyal Customers
562,2,2,117497.67,4,2,2,8,Loyal Customers
545,71,7,120627.58,3,3,2,8,Loyal Customers
1152,81,10,121687.63,2,4,2,8,Loyal Customers
691,64,6,129802.59,3,3,2,8,Loyal Customers
806,69,3,143279.97,3,2,3,8,Loyal Customers
992,160,7,150284.54,2,3,3,8,Loyal Customers
1179,118,7,159906.96,2,3,3,8,Loyal Customers
475,111,6,159975.15,2,3,3,8,Loyal Customers
288,48,4,160090.61,3,2,3,8,Loyal Customers
467,156,5,165797.53,2,3,3,8,Loyal Customers
1087,148,5,167713.98,2,3,3,8,Loyal Customers
368,113,7,173220.66,2,3,3,8,Loyal Customers
315,85,5,173501.13,2,3,3,8,Loyal Customers
962,182,5,175386.9,2,3,3,8,Loyal Customers
565,89,5,176993.9,2,3,3,8,Loyal Customers
20,23,1,177478.18,4,1,3,8,Loyal Customers
1016,47,4,178607.46,3,2,3,8,Loyal Customers
798,64,4,178890.4,3,2,3,8,Loyal Customers
305,185,5,181750.47,2,3,3,8,Loyal Customers
121,142,8,184424.46,2,3,3,8,Loyal Customers
439,85,6,184697.09,2,3,3,8,Loyal Customers
762,56,4,184940.16,3,2,3,8,Loyal Customers
28,139,5,188019.33,2,3,3,8,Loyal Customers
166,79,8,189252.02,2,3,3,8,Loyal Customers
724,69,4,191502.68,3,2,3,8,Loyal Customers
1143,202,9,192973.26,1,4,3,8,Loyal Customers
698,66,3,195199.35,3,2,3,8,Loyal Customers
1199,155,6,196551.34,2,3,3,8,Loyal Customers
279,83,6,197216.27,2,3,3,8,Loyal Customers
1032,184,6,198001.78,2,3,3,8,Loyal Customers
922,135,5,198772.3,2,3,3,8,Loyal Customers
649,85,7,200265.01,2,3,3,8,Loyal Customers
629,61,2,200799.58,3,2,3,8,Loyal Customers
747,90,5,202246.28,2,3,3,8,Loyal Customers
957,141,5,203025.98,2,3,3,8,Loyal Customers
232,115,5,204404.39,2,3,3,8,Loyal Customers
164,91,6,206983.53,2,3,3,8,Loyal Customers
209,28,1,216470.54,4,1,3,8,Loyal Customers
850,151,5,217591.46,2,3,3,8,Loyal Customers
543,49,3,217774.67,3,2,3,8,Loyal Customers
317,183,6,218974.65,2,3,3,8,Loyal Customers
239,85,7,219508.34,2,3,3,8,Loyal Customers
555,180,5,226198.41,2,3,3,8,Loyal Customers
1137,110,7,234537.83,2,3,3,8,Loyal Customers
1159,206,10,237180.3,1,4,3,8,Loyal Customers
1183,108,5,239494.34,2,3,3,8,Loyal Customers
960,140,7,240166.38,2,3,3,8,Loyal Customers
895,136,5,244091.6,2,3,3,8,Loyal Customers
663,99,6,244410.75,2,3,3,8,Loyal Customers
964,143,5,251815.61,2,3,3,8,Loyal Customers
932,233,12,255332.17,1,4,3,8,Loyal Customers
399,159,6,257337.58,2,3,3,8,Loyal Customers
852,90,7,260455.55,2,3,3,8,Loyal Customers
1175,45,3,266482.84,3,2,3,8,Loyal Customers
464,82,6,269330.81,2,3,3,8,Loyal Customers
991,108,7,269745.47,2,3,3,8,Loyal Customers
512,84,6,271288.42,2,3,3,8,Loyal Customers
426,59,2,273419.57,3,2,3,8,Loyal Customers
522,115,6,276880.76,2,3,3,8,Loyal Customers
212,83,7,291016.73,2,3,3,8,Loyal Customers
891,53,4,299692.1,3,2,3,8,Loyal Customers
1041,77,2,302473.92,3,2,3,8,Loyal Customers
92,318,5,322739.79,1,3,4,8,Loyal Customers
587,103,4,333070.94,2,2,4,8,Loyal Customers
382,221,6,360346.97,1,3,4,8,Loyal Customers
1124,251,6,371222.47,1,3,4,8,Loyal Customers
275,121,4,372403.63,2,2,4,8,Loyal Customers
433,88,4,373404.83,2,2,4,8,Loyal Customers
327,214,8,402737.78,1,3,4,8,Loyal Customers
415,90,4,414865.26,2,2,4,8,Loyal Customers
438,181,4,434435.53,2,2,4,8,Loyal Customers
142,176,4,436963.91,2,2,4,8,Loyal Customers
668,118,4,456596.34,2,2,4,8,Loyal Customers
287,121,4,474478.72,2,2,4,8,Loyal Customers
743,213,7,490367.38,1,3,4,8,Loyal Customers
402,207,7,558584.8,1,3,4,8,Loyal Customers
139,34,2,3172.1,4,2,1,7,Potential Loyalists
10,18,3,8814.75,4,2,1,7,Potential Loyalists
758,41,3,10019.74,4,2,1,7,Potential Loyalists
809,18,2,17479.03,4,2,1,7,Potential Loyalists
161,24,2,20946.66,4,2,1,7,Potential Loyalists
597,1,3,27656.69,4,2,1,7,Potential Loyalists
1086,0,2,30944.26,4,2,1,7,Potential Loyalists
1071,32,3,31873.94,4,2,1,7,Potential Loyalists
1006,46,5,34161.94,3,3,1,7,Potential Loyalists
1064,52,5,37352.98,3,3,1,7,Potential Loyalists
270,28,3,42688.21,4,2,1,7,Potential Loyalists
1056,66,3,46985.12,3,2,2,7,Potential Loyalists
631,105,5,49016.74,2,3,2,7,Potential Loyalists
290,66,4,50697.11,3,2,2,7,Potential Loyalists
1142,49,4,52075.33,3,2,2,7,Potential Loyalists
606,54,4,52662.86,3,2,2,7,Potential Loyalists
351,49,4,56181.39,3,2,2,7,Potential Loyalists
407,58,4,58233.54,3,2,2,7,Potential Loyalists
995,64,3,59904.12,3,2,2,7,Potential Loyalists
69,46,2,64079.62,3,2,2,7,Potential Loyalists
502,70,3,64449.71,3,2,2,7,Potential Loyalists
831,52,2,66619.7,3,2,2,7,Potential Loyalists
866,52,3,67548.66,3,2,2,7,Potential Loyalists
609,53,4,67765.4,3,2,2,7,Potential Loyalists
616,134,7,67953.33,2,3,2,7,Potential Loyalists
88,114,5,71437.42,2,3,2,7,Potential Loyalists
928,69,4,71949.75,3,2,2,7,Potential Loyalists
917,60,2,73220.69,3,2,2,7,Potential Loyalists
1054,180,6,81951.36,2,3,2,7,Potential Loyalists
974,58,3,82881.47,3,2,2,7,Potential Loyalists
19,70,2,84317.23,3,2,2,7,Potential Loyalists
687,71,4,87063.41,3,2,2,7,Potential Loyalists
55,4,1,90443.01,4,1,2,7,Potential Loyalists
930,87,5,91162.57,2,3,2,7,Potential Loyalists
1002,71,3,91573.57,3,2,2,7,Potential Loyalists
486,99,5,92774.2,2,3,2,7,Potential Loyalists
217,49,3,95999.51,3,2,2,7,Potential Loyalists
